LASTNAME,FIRSTNAME,MIDDLENAME,SUFFIX,BIRTHDATE,SEX,CITY,POSITION,BARANGAY
SAPALLO,SHIERYL,PASCUAL,,,,NAUJAN,Barangay Health Worker,Motoderazo
PARAME,RENALIE,VARGAS,,,,NAUJAN,Barangay Health Worker,Motoderazo
GAGULA,MARY GRACE,MATIBAG,,,,NAUJAN,Barangay Health Worker,Motoderazo
BACAY,LOVELYN,GAGOTE,,,,NAUJAN,Barangay Health Worker,Motoderazo
MASANGKAY,LETTY,MANALO,,,,NAUJAN,Barangay Health Worker,Motoderazo
MANTARING,MARILOU,BELINA,,,,NAUJAN,Punong Barangay,Mulawin
FAJARDO,GERARDO,I;AGAN,,,,NAUJAN,Sangguniang Barangay Member,Mulawin
AGUADO,RAMON,AGUADO,,,,NAUJAN,Sangguniang Barangay Member,Mulawin
HERNANDEZ,ROLLY,GARCIA,,,,NAUJAN,Sangguniang Barangay Member,Mulawin
RONQUILLO,PAUL JOHN,BOONGALING,,,,NAUJAN,Sangguniang Barangay Member,Mulawin
CANTOS,FELIMON,AGUADO,,,,NAUJAN,Sangguniang Barangay Member,Mulawin
TOLENTINO,MARICON,AGUADO,,,,NAUJAN,Sangguniang Barangay Member,Mulawin
OSINSAO,PEDRO,LARGADO,JR.,,,NAUJAN,Sangguniang Barangay Member,Mulawin
FAJARDO,IVERSON PAUL,GERPACIO,,,,NAUJAN,SK Chairperson,Mulawin
GUTTIERREZ,ERICA,SOYUM,,,,NAUJAN,SK Member,Mulawin
DILAY,MIKAELA MYLES,CASTOR,,,,NAUJAN,SK Member,Mulawin
CASTOR,GISELLE,DE LUZON,,,,NAUJAN,SK Member,Mulawin
ALMAZAN,JORRIEL,APAN,,,,NAUJAN,SK Member,Mulawin
MAGADIA,ANGELO,DE BORJA,,,,NAUJAN,SK Member,Mulawin
SULIT,STARKEY,ZAPATA,,,,NAUJAN,SK Member,Mulawin
CAMPOSAGRADO,NIKKO,TOMI-AS,,,,NAUJAN,SK Member,Mulawin
ABISTADO,SEMEONA,CASTRO,,,,NAUJAN,Barangay Treasurer,Mulawin
ROGANDO,ROLANDO,SANTIAGO,,,,NAUJAN,Barangay Secretary,Mulawin
MORTILLA,ELBERT,MAGSINO,,,,NAUJAN,Punong Barangay,Nag-Iba I
CENA,ARLENE,FAJICULAY,,,,NAUJAN,Sangguniang Barangay Member,Nag-Iba I
BELDIA,ANALYN,LEONAR,,,,NAUJAN,Sangguniang Barangay Member,Nag-Iba I
CENA,LARRY,GILLADO,,,,NAUJAN,Sangguniang Barangay Member,Nag-Iba I
MAGSINO,GAMEVAL,DE TORRES,,,,NAUJAN,Sangguniang Barangay Member,Nag-Iba I
MACUTONG,JHONNA,CONSALUDO,,,,NAUJAN,Sangguniang Barangay Member,Nag-Iba I
MACUTONG,GODOFREDO,SALAZAR,,,,NAUJAN,Sangguniang Barangay Member,Nag-Iba I
DE CHAVEZ,ANTHONY,CENA,,,,NAUJAN,Sangguniang Barangay Member,Nag-Iba I
DELOS REYES,ALFRED,DE LEON,,,,NAUJAN,SK Chairperson,Nag-Iba I
AMISTOSO,JOHN RONALD,LEONAR,,,,NAUJAN,SK Member,Nag-Iba I
MAGSINO,CZAIRUS,ARELLANO,,,,NAUJAN,SK Member,Nag-Iba I
MARANAN,MARK ANTHONY,,,,,NAUJAN,SK Member,Nag-Iba I
ALCARIA`,KAY C,RAGO,,,,NAUJAN,SK Member,Nag-Iba I
REDITO,CHARMEN,QUINTA,,,,NAUJAN,SK Member,Nag-Iba I
DIOMAMPO,ARNEL,GILLADO,,,,NAUJAN,SK Member,Nag-Iba I
CARINGAL,MA. JANCEL,MARANAN,,,,NAUJAN,SK Member,Nag-Iba I
DIOMAMPO,NELIA,GILLADO,,,,NAUJAN,Barangay Treasurer,Nag-Iba I
MAGSINO,MARITES,ARELLANO,,,,NAUJAN,Barangay Secretary,Nag-Iba I
CATOY,RODEN,TOLENTINO,,,,NAUJAN,Punong Barangay,Nag-Iba II
EVANGELISTA,NERISSA,PATULOT,,,,NAUJAN,Sangguniang Barangay Member,Nag-Iba II
ATIENZA,DOMINGO,ALCANTARA,,,,NAUJAN,Sangguniang Barangay Member,Nag-Iba II
BUENO,ROLYN,ATIENZA,,,,NAUJAN,Sangguniang Barangay Member,Nag-Iba II
TOLENTINO,BENITA,MACALALAD,,,,NAUJAN,Sangguniang Barangay Member,Nag-Iba II
GIDORIO,HAIDEE,BRUAL,,,,NAUJAN,Sangguniang Barangay Member,Nag-Iba II
ATIENZA,JESTONI,MASCARINAS,,,,NAUJAN,Sangguniang Barangay Member,Nag-Iba II
ALMARIO,JUDITH,GUTIERREZ,,,,NAUJAN,Sangguniang Barangay Member,Nag-Iba II
SUZON,GERALDINE,ARCAN,,,,NAUJAN,SK Chairperson,Nag-Iba II
RAMIREZ,YVETTE,MABUTI,,,,NAUJAN,SK Member,Nag-Iba II
CATOY,MIKO ANDRO,LACOSTA,,,,NAUJAN,SK Member,Nag-Iba II
MADRID,JOHNDEL,ARCAN,,,,NAUJAN,SK Member,Nag-Iba II
TOLENTINO,JOSH MICHAEL,CATOY,,,,NAUJAN,SK Member,Nag-Iba II
ARCAN,JOMARIE,VILLANUEVA,,,,NAUJAN,SK Member,Nag-Iba II
VICENTINO,JOHN LLOYD,DE LIZO,,,,NAUJAN,SK Member,Nag-Iba II
MILAMBILING,ZYLA,BERSOTO,,,,NAUJAN,SK Member,Nag-Iba II
LUHA,AGNES,ISRAEL,,,,NAUJAN,Barangay Treasurer,Nag-Iba II
DIMAANO,TESSIE,DALOT,,,,NAUJAN,Barangay Secretary,Nag-Iba II
MANONGSONG,FLORENCIO,GARCIA,,,,NAUJAN,Punong Barangay,Pagkakaisa
GUTIERREZ,WILLIAM,CATILO,,,,NAUJAN,Sangguniang Barangay Member,Pagkakaisa
REYES,DANIEL,SALAZAR,,,,NAUJAN,Sangguniang Barangay Member,Pagkakaisa
DIMAYUGA,ROSWELL,GARAZA,,,,NAUJAN,Sangguniang Barangay Member,Pagkakaisa
SOTERO,EUGINE,VILLARUEL,,,,NAUJAN,Sangguniang Barangay Member,Pagkakaisa
LEYESA,JENNY VI,COMIA,,,,NAUJAN,Sangguniang Barangay Member,Pagkakaisa
GASCO,BABY CORA,SANGGALANG,,,,NAUJAN,Sangguniang Barangay Member,Pagkakaisa
BISA,SEGUNDINO,GARDOSE,,,,NAUJAN,Sangguniang Barangay Member,Pagkakaisa
RAMIREZ,ROSE ANN,REYONDA,,,,NAUJAN,SK Chairperson,Pagkakaisa
DE LEON,JOHN KEVIN,LAURENTE,,,,NAUJAN,SK Member,Pagkakaisa
VIADO,JAN LESTER,REYONDA,,,,NAUJAN,SK Member,Pagkakaisa
REYONDA,RALPH RANDELL,DE SILVA,,,,NAUJAN,SK Member,Pagkakaisa
DELA LUNA,JOHNSEL,CORONEL,,,,NAUJAN,SK Member,Pagkakaisa
MANALO,ANGEL,BACAY,,,,NAUJAN,SK Member,Pagkakaisa
VALDEPIÑA,REIGELYN MAE,LACERNA,,,,NAUJAN,SK Member,Pagkakaisa
ABARINTOS,RUBY JEAN,REYES,,,,NAUJAN,SK Member,Pagkakaisa
MIGUEL,RICARDO,MARCOS,,,,NAUJAN,Barangay Treasurer,Pagkakaisa
VERIDIANO,MARVIN,MARAMOT,,,,NAUJAN,Barangay Secretary,Pagkakaisa
SALCEDO,MARVIN,MARTINEZ,,,,NAUJAN,Punong Barangay,Paniquian
BAHIA,ARCHIE,SALAZAR,,,,NAUJAN,Sangguniang Barangay Member,Paniquian
COMO,ERWIN,BALQUIN,,,,NAUJAN,Sangguniang Barangay Member,Paniquian
CARINGAL,RENATO,OLLA,,,,NAUJAN,Sangguniang Barangay Member,Paniquian
LAT,JESSIE,PALAO,,,,NAUJAN,Sangguniang Barangay Member,Paniquian
PEREDA,ROBEN JAY,GARCIA,,,,NAUJAN,Sangguniang Barangay Member,Paniquian
OLLA,RUEL,IRANG,,,,NAUJAN,Sangguniang Barangay Member,Paniquian
SABADISTO,DANTE,BASCO,,,,NAUJAN,Sangguniang Barangay Member,Paniquian
LAT,RIZZA MAE,OLLA,,,,NAUJAN,SK Chairperson,Paniquian
PEREDA,JOHN MARK,OBSEQUIO,,,,NAUJAN,SK Member,Paniquian
DE GUZMAN,NINO,REOLA,,,,NAUJAN,SK Member,Paniquian
LAT,RHONNA,VILLAR,,,,NAUJAN,SK Member,Paniquian
ABAS,AMILYN,FALLARIA,,,,NAUJAN,SK Member,Paniquian
LACERNA,MYCA,CANTOS,,,,NAUJAN,SK Member,Paniquian
ROMASANTA,JHON MILAN,TAMBOONG,,,,NAUJAN,SK Member,Paniquian
LALATA,JAY-R,BARAQUEL,,,,NAUJAN,SK Member,Paniquian
ALLA,JENNIFER,LUALHATI,,,,NAUJAN,Barangay Treasurer,Paniquian
SANDOVAL,ARLON,LINATOC,,,,NAUJAN,Barangay Secretary,Paniquian
DINGLASAN,DELMAR,GASCO,,,,NAUJAN,Punong Barangay,Pinagsabangan I
ABUCAL,NELDA,WATIWAT,,,,NAUJAN,Sangguniang Barangay Member,Pinagsabangan I
TELLA,MARLON,GAYTOS,,,,NAUJAN,Sangguniang Barangay Member,Pinagsabangan I
DINGLASAN,RHEA,PADUA,,,,NAUJAN,Sangguniang Barangay Member,Pinagsabangan I
BALASBAS,WILBERT,TENORIO,,,,NAUJAN,Sangguniang Barangay Member,Pinagsabangan I
GASCO,RANDY,DELA TORRE,,,,NAUJAN,Sangguniang Barangay Member,Pinagsabangan I
SAMARITA,CHRISTINA,REQUILLAS,,,,NAUJAN,Sangguniang Barangay Member,Pinagsabangan I
SALCEDO,REY,BUENVIAJE,,,,NAUJAN,Sangguniang Barangay Member,Pinagsabangan I
ALDOVINO,KENNETH,DELA LUNA,,,,NAUJAN,SK Chairperson,Pinagsabangan I
MARTINEZ,KATE,LAYLAY,,,,NAUJAN,SK Member,Pinagsabangan I
VILLADIEGO,JHONAS,NATE,,,,NAUJAN,SK Member,Pinagsabangan I
SACDALAN,LIZA,TORRE,,,,NAUJAN,SK Member,Pinagsabangan I
ABACA,JOAN,CALIBOT,,,,NAUJAN,SK Member,Pinagsabangan I
USON,CLARENCE,NAC,,,,NAUJAN,SK Member,Pinagsabangan I
CEPILLO,JHON TRISTAL,LIBANG,,,,NAUJAN,SK Member,Pinagsabangan I
CANTOS,JERALD,GAVILAN,,,,NAUJAN,SK Member,Pinagsabangan I
GAVILAN,JOSEPHINE,RECILLAS,,,,NAUJAN,Barangay Treasurer,Pinagsabangan I
MADRIGAL,MARY GRACE,GARING,,,,NAUJAN,Barangay Secretary,Pinagsabangan I
LAYLAY,LAILAH,LUCIAS,,,,NAUJAN,Barangay Health Worker,Pinagsabangan I
PAGKALIWAGAN,ROGELIO,LOMIO,JR,,,NAUJAN,Punong Barangay,Pinagsabangan II
PATULOT,JOCELYN,MASANGKAY,,,,NAUJAN,Sangguniang Barangay Member,Pinagsabangan II
ANIEL,VIRGILIO,ANIEL,,,,NAUJAN,Sangguniang Barangay Member,Pinagsabangan II
LOMIO,MARLONE,SANGKATE,,,,NAUJAN,Sangguniang Barangay Member,Pinagsabangan II
NALUZ,FREDDIE,GOZAR,SR,,,NAUJAN,Sangguniang Barangay Member,Pinagsabangan II
RIO,MARIDEL,ROLDAN,,,,NAUJAN,Sangguniang Barangay Member,Pinagsabangan II
WATIWAT,LORELIE,SUAREZ,,,,NAUJAN,Sangguniang Barangay Member,Pinagsabangan II
DE CASTRO,ALDRIN,LOPEZ,,,,NAUJAN,Sangguniang Barangay Member,Pinagsabangan II
PONCE,VINCE  ALFRED,JARABE,,,,NAUJAN,SK Chairperson,Pinagsabangan II
CARAIG,JOAN,MINGO,,,,NAUJAN,SK Member,Pinagsabangan II
CABRAL,ROY JEFFERSON,TORNO,,,,NAUJAN,SK Member,Pinagsabangan II
LOPEZ,KAYE CASSANDRA,RIO,,,,NAUJAN,SK Member,Pinagsabangan II
CALDERON,GRACE,URIARTE,,,,NAUJAN,SK Member,Pinagsabangan II
GARCIA,BABY ROSE,ROGERO,,,,NAUJAN,SK Member,Pinagsabangan II
BUENO,NHICEL,MANIC,,,,NAUJAN,SK Member,Pinagsabangan II
BACAY,KENT MILLER,SALVACION,,,,NAUJAN,SK Member,Pinagsabangan II
GARCIA,ETHEL,ABARQUEZ,,,,NAUJAN,Barangay Treasurer,Pinagsabangan II
MANONGSONG,JUVY,MENDOZA,,,,NAUJAN,Barangay Secretary,Pinagsabangan II
DE TORRES,LESLIE,GELENA,,,,NAUJAN,Punong Barangay,Piñahan
CARANDANG,ROGER,VILLENA,,,,NAUJAN,Sangguniang Barangay Member,Piñahan
ASI,JACKSON,MARQUINEZ,,,,NAUJAN,Sangguniang Barangay Member,Piñahan
MARANAN,MYLENE,CEZAR,,,,NAUJAN,Sangguniang Barangay Member,Piñahan
ATIENZA,EDGARDO,ATIENZA,,,,NAUJAN,Sangguniang Barangay Member,Piñahan
ATIENZA,JHONY,GAYACAN,,,,NAUJAN,Sangguniang Barangay Member,Piñahan
CATAPANG,FELICITO,ALMAZAN,,,,NAUJAN,Sangguniang Barangay Member,Piñahan
BACSA,JOEL,VILLENA,,,,NAUJAN,Sangguniang Barangay Member,Piñahan
MANALO,JANSEN,MARASIGAN,,,,NAUJAN,SK Chairperson,Piñahan
ABLING,CHRISTINE,GUTIERREZ,,,,NAUJAN,SK Member,Piñahan
MARANAN,GLESIE,FABIANO,,,,NAUJAN,SK Member,Piñahan
FAJILAN,JENNY ROSE,LANDICHO,,,,NAUJAN,SK Member,Piñahan
PEREZ,ANGELICA,ADAO,,,,NAUJAN,SK Member,Piñahan
PAMPILO,ADRIAN,REYES,,,,NAUJAN,SK Member,Piñahan
DE TORRES,LEA,NUGAO,,,,NAUJAN,Barangay Treasurer,Piñahan
DELA CRUZ,MARIA CRISTINA,DALISAY,,,,NAUJAN,Barangay Secretary,Piñahan
EVORA,ELNER,CALATA,,,,NAUJAN,Punong Barangay,Poblacion I
YLAGAN,REXCEL,CASTILLO,,,,NAUJAN,Sangguniang Barangay Member,Poblacion I
MAGADIA,ARTURO RODOLFO,BAUTISTA,V,,,NAUJAN,Sangguniang Barangay Member,Poblacion I
GENTEROY,EDSEL,GUTIERREZ,,,,NAUJAN,Sangguniang Barangay Member,Poblacion I
NAVARRO,ANGEL AJERICO,DIONO,,,,NAUJAN,Sangguniang Barangay Member,Poblacion I
TORRES,ANA MARIE,CASTILLO,,,,NAUJAN,Sangguniang Barangay Member,Poblacion I
BAUTISTA,JESSETTE,JAYAG,,,,NAUJAN,Sangguniang Barangay Member,Poblacion I
BERMUDEZ,RODOLFO BOY,CUENCA,,,,NAUJAN,Sangguniang Barangay Member,Poblacion I
DELOS REYES,GRANDLEE GABRIEL,LOBO,,,,NAUJAN,SK Chairperson,Poblacion I
DELOS REYES,HANNAH JEAN,CASTROVERDE,,,,NAUJAN,SK Member,Poblacion I
GARING,ALEXANDRA JET,QUITAIN,,,,NAUJAN,SK Member,Poblacion I
YLAGAN,MATTEW,ALDA,,,,NAUJAN,SK Member,Poblacion I
GUTTIERREZ,ROLLEN,CEZAR,,,,NAUJAN,SK Member,Poblacion I
GONZALES,LOYD JOHN,RICAMARA,,,,NAUJAN,SK Member,Poblacion I
DE CASTRO,MARCUS JOSE,DELOS REYES,,,,NAUJAN,SK Member,Poblacion I
DAGOOB,JANEL MARIE,GILLADO,,,,NAUJAN,Barangay Treasurer,Poblacion I
GUTIERREZ,MA. GUADA PORFIRIA,COMIA,,,,NAUJAN,Barangay Secretary,Poblacion I
CASTILLO,CERG LIAN,POLE,,,,NAUJAN,Punong Barangay,Poblacion II
MENDOZA,ERIK,SACRO,,,,NAUJAN,Sangguniang Barangay Member,Poblacion II
DAGDAGAN,TED LAURENCE,RAYMUNDO,,,,NAUJAN,Sangguniang Barangay Member,Poblacion II
EBORA,SERAFIN,ASCAN,,,,NAUJAN,Sangguniang Barangay Member,Poblacion II
CANARIAS,JEROME,AMADOR,,,,NAUJAN,Sangguniang Barangay Member,Poblacion II
CALANGI,ARIEL,SOBREVILLA,,,,NAUJAN,Sangguniang Barangay Member,Poblacion II
ASINAS,FERNAN,HAYAG,,,,NAUJAN,Sangguniang Barangay Member,Poblacion II
TABORA,NANETH,CANTA,,,,NAUJAN,Sangguniang Barangay Member,Poblacion II
TOLENTINO,LIEZEL,CABRERA,,,,NAUJAN,SK Chairperson,Poblacion II
ASINAS,SHAIRA BELLE,FAIGMANI,,,,NAUJAN,SK Member,Poblacion II
TOLENTINO,CHESKA,SASON,,,,NAUJAN,SK Member,Poblacion II
GUERRERO,BELVA ANNE MARRANCA,MONTALES,,,,NAUJAN,SK Member,Poblacion II
MEDINA,JOHN WILFRED,ESCUZAR,,,,NAUJAN,SK Member,Poblacion II
MEDINA,CRISTEL ANN,VIOLA,,,,NAUJAN,SK Member,Poblacion II
CANTA,CRISTMAR,MOTILLA,,,,NAUJAN,SK Member,Poblacion II
MENDOZA,JHON REY,RUCIO,,,,NAUJAN,SK Member,Poblacion II
CABARRUBIA,JENELYN,VERGARA,,,,NAUJAN,Barangay Treasurer,Poblacion II
MALUBAG,CARVELO,LAYCO,,,,NAUJAN,Barangay Secretary,Poblacion II
CARANZO,JOSEPH,CAPIO,,,,NAUJAN,Punong Barangay,Poblacion III
CASTILLO,MICHAEL,GARILAO,,,,NAUJAN,Sangguniang Barangay Member,Poblacion III
Aceveda,Rizalie,Bejasa,,,,NAUJAN,Sangguniang Barangay Member,Poblacion III
Cabagyo,Mario,Mauhay,,,,NAUJAN,Sangguniang Barangay Member,Poblacion III
GENETA,SENEN,LEUTERIO,,,,NAUJAN,Sangguniang Barangay Member,Poblacion III
CONSTANTINO,GINA,DE LEON,,,,NAUJAN,Sangguniang Barangay Member,Poblacion III
MENDOZA,JOSEPHINE,RUCIO,,,,NAUJAN,Sangguniang Barangay Member,Poblacion III
CABRERA,DAVE,MACALALAD,,,,NAUJAN,Sangguniang Barangay Member,Poblacion III
BARRION,HAZEL ANN,RAMOS,,,,NAUJAN,SK Chairperson,Poblacion III
GABA,CLYD POLO,PLATA,,,,NAUJAN,SK Member,Poblacion III
LEUTERIO,CHESKA,EVANGELISTA,,,,NAUJAN,SK Member,Poblacion III
MENDOZA,JONEL,,,,,NAUJAN,SK Member,Poblacion III
AREVALO,PATRICK JOSHUA,GELENA,,,,NAUJAN,SK Member,Poblacion III
DIMAANO,JEF LLOYD,,,,,NAUJAN,SK Member,Poblacion III
QUINADA,NICOLLE ANGELA,JONG,,,,NAUJAN,SK Member,Poblacion III
GABA,MA. VICTORIA,ROMERO,,,,NAUJAN,Barangay Treasurer,Poblacion III
ZAPATA,KAE ANN,MORALES,,,,NAUJAN,Barangay Secretary,Poblacion III
MANALO,PABLO,CLARETE,,,,NAUJAN,Punong Barangay,Sampaguita
DELEN,ALVIN,MARQUE,,,,NAUJAN,Sangguniang Barangay Member,Sampaguita
CIELO,MARILYN,CEZAR,,,,NAUJAN,Sangguniang Barangay Member,Sampaguita
ROXAS,MARK JOSEPH,ROMASANTA,,,,NAUJAN,Sangguniang Barangay Member,Sampaguita
EVORA,HERMANO,HERNANDEZ,,,,NAUJAN,Sangguniang Barangay Member,Sampaguita
AREVALO,RICARDO,EGUIA,,,,NAUJAN,Sangguniang Barangay Member,Sampaguita
ABACAN,JERRY,JABONILLO,,,,NAUJAN,Sangguniang Barangay Member,Sampaguita
HERNANDEZ,HILARION,BUENO,,,,NAUJAN,Sangguniang Barangay Member,Sampaguita
DE CASTRO,MARY ANGELYN,LITERAL,,,,NAUJAN,SK Chairperson,Sampaguita
MANALO,JOSEPHINE,RAGO,,,,NAUJAN,SK Member,Sampaguita
HERNANDEZ,HAROLD,GUTIERREZ,,,,NAUJAN,SK Member,Sampaguita
DE CHAVEZ,FLORA JOY,BAGNADAN,,,,NAUJAN,SK Member,Sampaguita
DIMAALA,JULIUS,DAGLE,,,,NAUJAN,SK Member,Sampaguita
LABRADOR,JERWIN,FRANCISCO,,,,NAUJAN,SK Member,Sampaguita
LUMANGLAS,LORENCE,MANALO,,,,NAUJAN,SK Member,Sampaguita
COCHING,GENNY ROSE,ALDEA,,,,NAUJAN,SK Member,Sampaguita
LUMANGLAS,SERGIA,DE BORJA,,,,NAUJAN,Barangay Treasurer,Sampaguita
ARDENA,JULIANA,CANTOS,,,,NAUJAN,Barangay Secretary,Sampaguita
RECTO,RALPH JONNEL,DE GUZMAN,,,,NAUJAN,Punong Barangay,San Agustin I
FAJARDO,JESON,MENDOZA,,,,NAUJAN,Sangguniang Barangay Member,San Agustin I
MARASIGAN,GUILLERMO,DE GUZMAN,,,,NAUJAN,Sangguniang Barangay Member,San Agustin I
DELOS REYES,ARMAN,DE GUZMAN,,,,NAUJAN,Sangguniang Barangay Member,San Agustin I
DE GUZMAN,EUNICE,MABUTI,,,,NAUJAN,Sangguniang Barangay Member,San Agustin I
DE GUZMAN,WALTER,DIMAYACYAC,,,,NAUJAN,Sangguniang Barangay Member,San Agustin I
GARGULLO,MELCHOR,GARGULLO,,,,NAUJAN,Sangguniang Barangay Member,San Agustin I
FAJARDO,RODEL,GOZAR,,,,NAUJAN,Sangguniang Barangay Member,San Agustin I
MELENDREZ,JIMLEE RUIZ,,,,,NAUJAN,SK Chairperson,San Agustin I
YLAGAN,JOVEL,GOZAR,,,,NAUJAN,SK Member,San Agustin I
DE GUZMAN,JERICHO,SERRANO,,,,NAUJAN,SK Member,San Agustin I
LABADOR,JERICHO,YLAGAN,,,,NAUJAN,SK Member,San Agustin I
NAZARO,JOAN,BANSAY,,,,NAUJAN,SK Member,San Agustin I
SOLLESTRE,ELYJAH JOYCE,DE GUZMAN,,,,NAUJAN,SK Member,San Agustin I
GAVARRA,RALPH HITLER,DELOS REYES,,,,NAUJAN,SK Member,San Agustin I
MENDOZA,LAURENCE JAKE,DE GUZMAN,,,,NAUJAN,SK Member,San Agustin I
GARAN,MARY JOY,DE LIOS,,,,NAUJAN,Barangay Treasurer,San Agustin I
DE GUZMAN,JUDY ANNE,SERRANO,,,,NAUJAN,Barangay Secretary,San Agustin I
GENTEROY,LARRY,DE CASTRO,,,,NAUJAN,Punong Barangay,San Agustin II
DENIA,RODOLFO,AMORES,Jr,,,NAUJAN,Sangguniang Barangay Member,San Agustin II
MANALO,GREGORIO,AGUHO,,,,NAUJAN,Sangguniang Barangay Member,San Agustin II
DE CASTRO,JESSEL,SOQUIAT,,,,NAUJAN,Sangguniang Barangay Member,San Agustin II
FANCUBIT,ROMMEL,BUMACOD,,,,NAUJAN,Sangguniang Barangay Member,San Agustin II
SORETES,CRISTIAN VIN,FABULA,,,,NAUJAN,Sangguniang Barangay Member,San Agustin II
PATULOT,KIM ARTHUR,,,,,NAUJAN,Sangguniang Barangay Member,San Agustin II
NAGPIING,ELVIE,,,,,NAUJAN,Sangguniang Barangay Member,San Agustin II
FANCUBIT,REXON,DE ADE,,,,NAUJAN,SK Chairperson,San Agustin II
UMALI,CHRIZA,BUAN,,,,NAUJAN,SK Member,San Agustin II
MAURO,JEROME,BEJER,,,,NAUJAN,SK Member,San Agustin II
GARCIA,ALAYCA,GARAN,,,,NAUJAN,SK Member,San Agustin II
GENTEROY,JOHN DANIEL,MASOLA,,,,NAUJAN,SK Member,San Agustin II
OBNIALA,CHRISTALYN KAYE,ANTONIO,,,,NAUJAN,SK Member,San Agustin II
DE VILLA,JOVELLE,DALANGIN,,,,NAUJAN,SK Member,San Agustin II
GIBO,KRISTOFER IAN,EVANGELISTA,,,,NAUJAN,SK Member,San Agustin II
JORDAN,BELLA,MAAS,,,,NAUJAN,Barangay Treasurer,San Agustin II
ELJERA,JOVELYN,ROSALES,,,,NAUJAN,Barangay Secretary,San Agustin II
LIMBO,DOMINGO,CALINGASAN,,,,NAUJAN,Punong Barangay,San Andres
GUTIERREZ,MARLON,ROSALES,,,,NAUJAN,Sangguniang Barangay Member,San Andres
PAJUDPOD,MARCIAL,MORENO,,,,NAUJAN,Sangguniang Barangay Member,San Andres
PERDON,ROGELIO,YDEL,JR,,,NAUJAN,Sangguniang Barangay Member,San Andres
PERDON,HERMAN,ABUGAO,,,,NAUJAN,Sangguniang Barangay Member,San Andres
ORTEGA,ERNESTO,VELASQUEZ,,,,NAUJAN,Sangguniang Barangay Member,San Andres
RAMOS,WILLIAM,D.,,,,NAUJAN,Sangguniang Barangay Member,San Andres
PANALIGAN,REYNALDO,SALAZAR,JR,,,NAUJAN,Sangguniang Barangay Member,San Andres
GUTIERREZ,RENALYN,MENDOZA,,,,NAUJAN,SK Chairperson,San Andres
MANALO,EDWARD,PERDON,,,,NAUJAN,SK Member,San Andres
BALIDOY,CHRISTINE,NUPIA,,,,NAUJAN,SK Member,San Andres
PERDON,JET,ALEJO,,,,NAUJAN,SK Member,San Andres
RAMOS,JEZZA MAY,PERDON,,,,NAUJAN,SK Member,San Andres
LARDIZABAL,JOAN,RODELA,,,,NAUJAN,SK Member,San Andres
MARALIT,MARY JANE,CAPIO,,,,NAUJAN,SK Member,San Andres
PERDON,LYNIE,YDEL,,,,NAUJAN,Barangay Treasurer,San Andres
TIJOLAN,LUZVIMINDA,YDEL,,,,NAUJAN,Barangay Secretary,San Andres
DE LEON,ANGELO,CASANAS,,,,NAUJAN,Punong Barangay,San Antonio
MACALALAD,MARLON,CLANOR,,,,NAUJAN,Sangguniang Barangay Member,San Antonio
FAMADICO,JERRY,MARANAN,SR,,,NAUJAN,Sangguniang Barangay Member,San Antonio
GILLADO,LEO,CARANDAN,,,,NAUJAN,Sangguniang Barangay Member,San Antonio
MACALALAD,NERESA,MARANAN,,,,NAUJAN,Sangguniang Barangay Member,San Antonio
DELA CRUZ,MA. DAISY,RUCERO,,,,NAUJAN,Sangguniang Barangay Member,San Antonio
MANALO,ADRIAN,MACALILONG,,,,NAUJAN,Sangguniang Barangay Member,San Antonio
MARANAN,LOPE,MACALALAD,JR,,,NAUJAN,Sangguniang Barangay Member,San Antonio
FAMADICO,AR JAY,COMISO,,,,NAUJAN,SK Chairperson,San Antonio
MELGAR,JERRYMIE,APOLINARIO,,,,NAUJAN,SK Member,San Antonio
MAGCAMIT,IRISH KARYL,GIPAN,,,,NAUJAN,SK Member,San Antonio
LAYAMANA,KHRIZZTAL KATE,CADACCO,,,,NAUJAN,SK Member,San Antonio
ATIENZA,APRIL JOY,CADACIO,,,,NAUJAN,SK Member,San Antonio
FAMADICO,JHANA,PAINGAS,,,,NAUJAN,SK Member,San Antonio
TREDENTE,MARK JOSEPH,ROMASANTA,,,,NAUJAN,SK Member,San Antonio
BEQUELLO,KENVERLY,EVASCO,,,,NAUJAN,Barangay Treasurer,San Antonio
PLATA,MORENA,MACALALAD,,,,NAUJAN,Barangay Secretary,San Antonio
NAGUTOM,RUEL,ROYO,,,,NAUJAN,Punong Barangay,San Carlos
GAYA,RENATO,VISAYANA,,,,NAUJAN,Sangguniang Barangay Member,San Carlos
BUENVIAJE,LOIDA,ALMANSOR,,,,NAUJAN,Sangguniang Barangay Member,San Carlos
BAYABAY,REBECCA,CASTILLO,,,,NAUJAN,Sangguniang Barangay Member,San Carlos
BUENVIAJE,LEO,VILLANUEVA,,,,NAUJAN,Sangguniang Barangay Member,San Carlos
PAGLINAWAN,EDGARDO,GAYA,,,,NAUJAN,Sangguniang Barangay Member,San Carlos
NAGUTOM,CONSTANCIO,AZUL,,,,NAUJAN,Sangguniang Barangay Member,San Carlos
Latac,Villaruel,Bustamante,,,,NAUJAN,Sangguniang Barangay Member,San Carlos
NAGUTOM,CHRISTIAN KENT,CABOYLO,,,,NAUJAN,SK Chairperson,San Carlos
DOLORZO,LAIDHEL,PELAEZ,,,,NAUJAN,SK Member,San Carlos
